record_type,phase,component,pixel,row,col,x_um,y_um,value_nT,unit
B,neg-off,By,218,1,23,53.33333333333334,-93.33333333333333,-2685.6845764903587,nT
B,neg-off,Bz,218,1,23,53.33333333333334,-93.33333333333333,1823.2274010523074,nT
B,pos-off,Bx,215,1,24,60.0,-93.33333333333333,428.0315194237455,nT
B,pos-off,By,215,1,24,60.0,-93.33333333333333,708.688156498431,nT
B,pos-off,Bz,215,1,24,60.0,-93.33333333333333,-1114.0225536368953,nT
B,neg-off,Bx,215,1,24,60.0,-93.33333333333333,-537.0720271598597,nT
B,neg-off,By,215,1,24,60.0,-93.33333333333333,-1416.5593754318397,nT
B,neg-off,Bz,215,1,24,60.0,-93.33333333333333,1300.6096854197788,nT
B,pos-off,Bx,156,1,25,66.66666666666669,-93.33333333333333,61.92949228544278,nT
B,pos-off,By,156,1,25,66.66666666666669,-93.33333333333333,679.6369457898494,nT
B,pos-off,Bz,156,1,25,66.66666666666669,-93.33333333333333,-859.321960763467,nT
B,neg-off,Bx,156,1,25,66.66666666666669,-93.33333333333333,-476.20704482787966,nT
B,neg-off,By,156,1,25,66.66666666666669,-93.33333333333333,-1367.1254035725117,nT
B,neg-off,Bz,156,1,25,66.66666666666669,-93.33333333333333,1223.2281014467603,nT
B,pos-off,Bx,153,1,26,73.33333333333334,-93.33333333333333,109.6290992226194,nT
B,pos-off,By,153,1,26,73.33333333333334,-93.33333333333333,580.2869103726266,nT
B,pos-off,Bz,153,1,26,73.33333333333334,-93.33333333333333,-1468.7374179947028,nT
B,neg-off,Bx,153,1,26,73.33333333333334,-93.33333333333333,-370.4525027855381,nT
B,neg-off,By,153,1,26,73.33333333333334,-93.33333333333333,-1331.928716510912,nT
B,neg-off,Bz,153,1,26,73.33333333333334,-93.33333333333333,1819.4840824085475,nT
B,pos-off,Bx,94,1,27,80.0,-93.33333333333333,-32.92260202650537,nT
B,pos-off,By,94,1,27,80.0,-93.33333333333333,406.78363022134886,nT
B,pos-off,Bz,94,1,27,80.0,-93.33333333333333,-1080.92582210096,nT
B,neg-off,Bx,94,1,27,80.0,-93.33333333333333,-181.89360295700422,nT
B,neg-off,By,94,1,27,80.0,-93.33333333333333,-1007.3092889171418,nT
B,neg-off,Bz,94,1,27,80.0,-93.33333333333333,1443.5519794189374,nT
B,pos-off,Bx,91,1,28,86.66666666666669,-93.33333333333333,35.524780859987324,nT
B,pos-off,By,91,1,28,86.66666666666669,-93.33333333333333,178.67344893170863,nT
B,pos-off,Bz,91,1,28,86.66666666666669,-93.33333333333333,-1483.7635908328662,nT
B,neg-off,Bx,91,1,28,86.66666666666669,-93.33333333333333,-234.278608212917,nT
B,neg-off,By,91,1,28,86.66666666666669,-93.33333333333333,-859.036743295363,nT
B,neg-off,Bz,91,1,28,86.66666666666669,-93.33333333333333,1839.877614673771,nT
B,pos-off,Bx,32,1,29,93.33333333333334,-93.33333333333333,17.158250846771903,nT
B,pos-off,By,32,1,29,93.33333333333334,-93.33333333333333,202.33817184264143,nT
B,pos-off,Bz,32,1,29,93.33333333333334,-93.33333333333333,-1377.987801637168,nT
B,neg-off,Bx,32,1,29,93.33333333333334,-93.33333333333333,23.58466543756012,nT
B,neg-off,By,32,1,29,93.33333333333334,-93.33333333333333,-818.3220337913978,nT
B,neg-off,Bz,32,1,29,93.33333333333334,-93.33333333333333,1780.4054769894683,nT
B,pos-off,Bx,29,1,30,100.0,-93.33333333333333,-52.8268166298941,nT
B,pos-off,By,29,1,30,100.0,-93.33333333333333,-102.88148388131393,nT
B,pos-off,Bz,29,1,30,100.0,-93.33333333333333,-1238.608022535341,nT
B,neg-off,Bx,29,1,30,100.0,-93.33333333333333,57.149783943163875,nT
B,neg-off,By,29,1,30,100.0,-93.33333333333333,-546.4361937502811,nT
B,neg-off,Bz,29,1,30,100.0,-93.33333333333333,1426.9809970995898,nT
B,pos-off,Bx,958,2,0,-100.0,-86.66666666666667,1184.5233374114298,nT
B,pos-off,By,958,2,0,-100.0,-86.66666666666667,2687.5135099993004,nT
B,pos-off,Bz,958,2,0,-100.0,-86.66666666666667,3226.5614091835937,nT
B,neg-off,Bx,958,2,0,-100.0,-86.66666666666667,-1465.8952359464631,nT
B,neg-off,By,958,2,0,-100.0,-86.66666666666667,-4825.952741841137,nT
B,neg-off,Bz,958,2,0,-100.0,-86.66666666666667,-4726.208066054868,nT
B,pos-off,Bx,901,2,1,-93.33333333333333,-86.66666666666667,1575.3648611041726,nT
B,pos-off,By,901,2,1,-93.33333333333333,-86.66666666666667,3370.358837801548,nT
B,pos-off,Bz,901,2,1,-93.33333333333333,-86.66666666666667,3712.49223683898,nT
B,neg-off,Bx,901,2,1,-93.33333333333333,-86.66666666666667,-2049.564619513986,nT
B,neg-off,By,901,2,1,-93.33333333333333,-86.66666666666667,-6168.526192034992,nT
B,neg-off,Bz,901,2,1,-93.33333333333333,-86.66666666666667,-5867.824685014234,nT
B,pos-off,Bx,896,2,2,-86.66666666666667,-86.66666666666667,847.9235102787751,nT
B,pos-off,By,896,2,2,-86.66666666666667,-86.66666666666667,2214.9693597954147,nT
B,pos-off,Bz,896,2,2,-86.66666666666667,-86.66666666666667,2821.468998225856,nT
B,neg-off,Bx,896,2,2,-86.66666666666667,-86.66666666666667,-1483.3138803043205,nT
B,neg-off,By,896,2,2,-86.66666666666667,-86.66666666666667,-3969.9240915714763,nT
B,neg-off,Bz,896,2,2,-86.66666666666667,-86.66666666666667,-4028.3769081279747,nT
B,pos-off,Bx,839,2,3,-80.0,-86.66666666666667,1188.946565424314,nT
B,pos-off,By,839,2,3,-80.0,-86.66666666666667,2872.901113152478,nT
B,pos-off,Bz,839,2,3,-80.0,-86.66666666666667,3287.818472342484,nT
B,neg-off,Bx,839,2,3,-80.0,-86.66666666666667,-1970.4223049644654,nT
B,neg-off,By,839,2,3,-80.0,-86.66666666666667,-5209.635477280236,nT
B,neg-off,Bz,839,2,3,-80.0,-86.66666666666667,-4902.314039342471,nT
B,pos-off,Bx,834,2,4,-73.33333333333333,-86.66666666666667,919.0124372607473,nT
B,pos-off,By,834,2,4,-73.33333333333333,-86.66666666666667,2746.910079483866,nT
B,pos-off,Bz,834,2,4,-73.33333333333333,-86.66666666666667,3444.6377098200246,nT
B,neg-off,Bx,834,2,4,-73.33333333333333,-86.66666666666667,-1675.306741211115,nT
B,neg-off,By,834,2,4,-73.33333333333333,-86.66666666666667,-4973.378264782846,nT
B,neg-off,Bz,834,2,4,-73.33333333333333,-86.66666666666667,-5064.816119321589,nT
B,pos-off,Bx,777,2,5,-66.66666666666666,-86.66666666666667,1473.7015691991205,nT
B,pos-off,By,777,2,5,-66.66666666666666,-86.66666666666667,3115.9182457576826,nT
B,pos-off,Bz,777,2,5,-66.66666666666666,-86.66666666666667,4151.659307253657,nT
B,neg-off,Bx,777,2,5,-66.66666666666666,-86.66666666666667,-2762.419620422585,nT
B,neg-off,By,777,2,5,-66.66666666666666,-86.66666666666667,-6537.068024701922,nT
B,neg-off,Bz,777,2,5,-66.66666666666666,-86.66666666666667,-6632.612194847013,nT
B,pos-off,Bx,772,2,6,-60.0,-86.66666666666667,1110.6340898616008,nT
B,pos-off,By,772,2,6,-60.0,-86.66666666666667,3438.6928220254626,nT
B,pos-off,Bz,772,2,6,-60.0,-86.66666666666667,4335.810319859518,nT
B,neg-off,Bx,772,2,6,-60.0,-86.66666666666667,-2074.373595777234,nT
B,neg-off,By,772,2,6,-60.0,-86.66666666666667,-7062.120408922501,nT
B,neg-off,Bz,772,2,6,-60.0,-86.66666666666667,-6869.544623787797,nT
B,pos-off,Bx,715,2,7,-53.33333333333333,-86.66666666666667,1878.9027799910543,nT
B,pos-off,By,715,2,7,-53.33333333333333,-86.66666666666667,3512.922975720444,nT
B,pos-off,Bz,715,2,7,-53.33333333333333,-86.66666666666667,4632.742758107721,nT
B,neg-off,Bx,715,2,7,-53.33333333333333,-86.66666666666667,-3252.908758703668,nT
B,neg-off,By,715,2,7,-53.33333333333333,-86.66666666666667,-8689.478320240036,nT
B,neg-off,Bz,715,2,7,-53.33333333333333,-86.66666666666667,-8437.328760136434,nT
B,pos-off,Bx,710,2,8,-46.666666666666664,-86.66666666666667,1265.9447780601865,nT
B,pos-off,By,710,2,8,-46.666666666666664,-86.66666666666667,4028.313612321578,nT
B,pos-off,Bz,710,2,8,-46.666666666666664,-86.66666666666667,5011.412381892424,nT
B,neg-off,Bx,710,2,8,-46.666666666666664,-86.66666666666667,-2487.0418649856706,nT
B,neg-off,By,710,2,8,-46.666666666666664,-86.66666666666667,-10081.925940147361,nT
B,neg-off,Bz,710,2,8,-46.666666666666664,-86.66666666666667,-8809.875610485566,nT
B,pos-off,Bx,653,2,9,-40.0,-86.66666666666667,1912.5720728295707,nT
B,pos-off,By,653,2,9,-40.0,-86.66666666666667,4065.114828427826,nT
B,pos-off,Bz,653,2,9,-40.0,-86.66666666666667,5103.489758063307,nT
B,neg-off,Bx,653,2,9,-40.0,-86.66666666666667,-3645.0181182571378,nT
B,neg-off,By,653,2,9,-40.0,-86.66666666666667,-11615.872171608624,nT
B,neg-off,Bz,653,2,9,-40.0,-86.66666666666667,-10516.207592319048,nT
B,pos-off,Bx,648,2,10,-33.33333333333333,-86.66666666666667,1800.579253671503,nT
B,pos-off,By,648,2,10,-33.33333333333333,-86.66666666666667,5252.09539030862,nT
B,pos-off,Bz,648,2,10,-33.33333333333333,-86.66666666666667,5811.474722249965,nT
B,neg-off,Bx,648,2,10,-33.33333333333333,-86.66666666666667,-3085.558649836925,nT
B,neg-off,By,648,2,10,-33.33333333333333,-86.66666666666667,-14761.088309144045,nT
B,neg-off,Bz,648,2,10,-33.33333333333333,-86.66666666666667,-11437.87286855504,nT
B,pos-off,Bx,591,2,11,-26.666666666666657,-86.66666666666667,2320.3009605611715,nT
B,pos-off,By,591,2,11,-26.666666666666657,-86.66666666666667,5815.690387053387,nT
B,pos-off,Bz,591,2,11,-26.666666666666657,-86.66666666666667,5766.23447673041,nT
B,neg-off,Bx,591,2,11,-26.666666666666657,-86.66666666666667,-4547.31839928329,nT
B,neg-off,By,591,2,11,-26.666666666666657,-86.66666666666667,-18280.812365671296,nT
B,neg-off,Bz,591,2,11,-26.666666666666657,-86.66666666666667,-13931.305746809396,nT
B,pos-off,Bx,586,2,12,-20.0,-86.66666666666667,2401.1188095889192,nT
B,pos-off,By,586,2,12,-20.0,-86.66666666666667,8369.107745139056,nT
B,pos-off,Bz,586,2,12,-20.0,-86.66666666666667,6380.104319875311,nT
B,neg-off,Bx,586,2,12,-20.0,-86.66666666666667,-3886.88602876666,nT
B,neg-off,By,586,2,12,-20.0,-86.66666666666667,-20907.616494823076,nT
B,neg-off,Bz,586,2,12,-20.0,-86.66666666666667,-12307.815370806808,nT
B,pos-off,Bx,529,2,13,-13.333333333333329,-86.66666666666667,2970.1826590320547,nT
B,pos-off,By,529,2,13,-13.333333333333329,-86.66666666666667,9545.211356247253,nT
B,pos-off,Bz,529,2,13,-13.333333333333329,-86.66666666666667,6591.460401262714,nT
B,neg-off,Bx,529,2,13,-13.333333333333329,-86.66666666666667,-4853.373307609509,nT
B,neg-off,By,529,2,13,-13.333333333333329,-86.66666666666667,-25582.842348761642,nT
B,neg-off,Bz,529,2,13,-13.333333333333329,-86.66666666666667,-15055.082517457753,nT
B,pos-off,Bx,524,2,14,-6.666666666666657,-86.66666666666667,2368.8008005732945,nT
B,pos-off,By,524,2,14,-6.666666666666657,-86.66666666666667,11467.171534382986,nT
B,pos-off,Bz,524,2,14,-6.666666666666657,-86.66666666666667,6093.248522586224,nT
B,neg-off,Bx,524,2,14,-6.666666666666657,-86.66666666666667,-4057.948127131479,nT
B,neg-off,By,524,2,14,-6.666666666666657,-86.66666666666667,-23165.797198750544,nT
B,neg-off,Bz,524,2,14,-6.666666666666657,-86.66666666666667,-9887.948110404226,nT
B,pos-off,Bx,467,2,15,0.0,-86.66666666666667,2869.9669383617593,nT
B,pos-off,By,467,2,15,0.0,-86.66666666666667,12659.812777098556,nT
B,pos-off,Bz,467,2,15,0.0,-86.66666666666667,6012.155842836006,nT
B,neg-off,Bx,467,2,15,0.0,-86.66666666666667,-4364.466328204271,nT
B,neg-off,By,467,2,15,0.0,-86.66666666666667,-27473.907568788636,nT
B,neg-off,Bz,467,2,15,0.0,-86.66666666666667,-12165.303218162637,nT
B,pos-off,Bx,462,2,16,6.666666666666671,-86.66666666666667,1423.3112569527661,nT
B,pos-off,By,462,2,16,6.666666666666671,-86.66666666666667,9847.027521997099,nT
B,pos-off,Bz,462,2,16,6.666666666666671,-86.66666666666667,3199.715405785549,nT
B,neg-off,Bx,462,2,16,6.666666666666671,-86.66666666666667,-2873.85613712667,nT
B,neg-off,By,462,2,16,6.666666666666671,-86.66666666666667,-16806.737010689176,nT
B,neg-off,Bz,462,2,16,6.666666666666671,-86.66666666666667,-3939.1152989091543,nT
B,pos-off,Bx,405,2,17,13.333333333333343,-86.66666666666667,1255.0873865835576,nT
B,pos-off,By,405,2,17,13.333333333333343,-86.66666666666667,10632.84940859473,nT
B,pos-off,Bz,405,2,17,13.333333333333343,-86.66666666666667,2941.154599442268,nT
B,neg-off,Bx,405,2,17,13.333333333333343,-86.66666666666667,-2421.24314843987,nT
B,neg-off,By,405,2,17,13.333333333333343,-86.66666666666667,-18956.428444360405,nT
B,neg-off,Bz,405,2,17,13.333333333333343,-86.66666666666667,-4421.817765205501,nT
B,pos-off,Bx,400,2,18,20.0,-86.66666666666667,853.5492560308511,nT
B,pos-off,By,400,2,18,20.0,-86.66666666666667,5497.743378120383,nT
B,pos-off,Bz,400,2,18,20.0,-86.66666666666667,59.68429560562558,nT
B,neg-off,Bx,400,2,18,20.0,-86.66666666666667,-1788.0108599318503,nT
B,neg-off,By,400,2,18,20.0,-86.66666666666667,-8885.789218401225,nT
B,neg-off,Bz,400,2,18,20.0,-86.66666666666667,358.11090282064237,nT
B,pos-off,Bx,343,2,19,26.66666666666667,-86.66666666666667,320.7461937089804,nT
B,pos-off,By,343,2,19,26.66666666666667,-86.66666666666667,5670.29350437761,nT
B,pos-off,Bz,343,2,19,26.66666666666667,-86.66666666666667,-1020.935475617171,nT
B,neg-off,Bx,343,2,19,26.66666666666667,-86.66666666666667,-1488.544876805472,nT
B,neg-off,By,343,2,19,26.66666666666667,-86.66666666666667,-9311.22939138554,nT
B,neg-off,Bz,343,2,19,26.66666666666667,-86.66666666666667,1943.453283099724,nT
B,pos-off,Bx,338,2,20,33.33333333333334,-86.66666666666667,744.3133640889312,nT
B,pos-off,By,338,2,20,33.33333333333334,-86.66666666666667,2208.8232468075666,nT
B,pos-off,Bz,338,2,20,33.33333333333334,-86.66666666666667,-1156.157723417437,nT
B,neg-off,Bx,338,2,20,33.33333333333334,-86.66666666666667,-1210.5716223441198,nT
B,neg-off,By,338,2,20,33.33333333333334,-86.66666666666667,-3722.7006606169157,nT
B,neg-off,Bz,338,2,20,33.33333333333334,-86.66666666666667,1650.1789116200632,nT
B,pos-off,Bx,281,2,21,40.0,-86.66666666666667,-49.65957270420466,nT
B,pos-off,By,281,2,21,40.0,-86.66666666666667,2753.164512712152,nT
B,pos-off,Bz,281,2,21,40.0,-86.66666666666667,-2166.566767901893,nT
B,neg-off,Bx,281,2,21,40.0,-86.66666666666667,-922.5850030431478,nT
B,neg-off,By,281,2,21,40.0,-86.66666666666667,-5178.897158581434,nT
B,neg-off,Bz,281,2,21,40.0,-86.66666666666667,3488.79842642831,nT
B,pos-off,Bx,276,2,22,46.666666666666686,-86.66666666666667,527.782889239258,nT
B,pos-off,By,276,2,22,46.666666666666686,-86.66666666666667,911.8107389633161,nT
B,pos-off,Bz,276,2,22,46.666666666666686,-86.66666666666667,-710.1645346332751,nT
B,neg-off,Bx,276,2,22,46.666666666666686,-86.66666666666667,-882.9188329114531,nT
B,neg-off,By,276,2,22,46.666666666666686,-86.66666666666667,-1797.7210472049076,nT
B,neg-off,Bz,276,2,22,46.666666666666686,-86.66666666666667,985.8747520414994,nT
B,pos-off,Bx,219,2,23,53.33333333333334,-86.66666666666667,210.34517543124392,nT
B,pos-off,By,219,2,23,53.33333333333334,-86.66666666666667,1646.5669181106744,nT
B,pos-off,Bz,219,2,23,53.33333333333334,-86.66666666666667,-1917.9235209179326,nT
B,neg-off,Bx,219,2,23,53.33333333333334,-86.66666666666667,-620.9012831467132,nT
B,neg-off,By,219,2,23,53.33333333333334,-86.66666666666667,-3179.4400936156862,nT
B,neg-off,Bz,219,2,23,53.33333333333334,-86.66666666666667,2624.1674364529067,nT
B,pos-off,Bx,214,2,24,60.0,-86.66666666666667,301.66517476965396,nT
B,pos-off,By,214,2,24,60.0,-86.66666666666667,634.4672322968681,nT
B,pos-off,Bz,214,2,24,60.0,-86.66666666666667,-1153.4160791206775,nT
B,neg-off,Bx,214,2,24,60.0,-86.66666666666667,-444.2372368086771,nT
B,neg-off,By,214,2,24,60.0,-86.66666666666667,-1445.8879908176457,nT
B,neg-off,Bz,214,2,24,60.0,-86.66666666666667,1267.976164994159,nT
B,pos-off,Bx,157,2,25,66.66666666666669,-86.66666666666667,153.79375529765593,nT
B,pos-off,By,157,2,25,66.66666666666669,-86.66666666666667,789.1677267432239,nT
B,pos-off,Bz,157,2,25,66.66666666666669,-86.66666666666667,-963.8421259543044,nT
B,neg-off,Bx,157,2,25,66.66666666666669,-86.66666666666667,-230.22967533235368,nT
B,neg-off,By,157,2,25,66.66666666666669,-86.66666666666667,-1498.5539747055368,nT
B,neg-off,Bz,157,2,25,66.66666666666669,-86.66666666666667,1222.5950696257783,nT
B,pos-off,Bx,152,2,26,73.33333333333334,-86.66666666666667,-10.68671635062254,nT
B,pos-off,By,152,2,26,73.33333333333334,-86.66666666666667,501.02997315213554,nT
B,pos-off,Bz,152,2,26,73.33333333333334,-86.66666666666667,-1579.4245226067567,nT
B,neg-off,Bx,152,2,26,73.33333333333334,-86.66666666666667,-229.0471097389959,nT
B,neg-off,By,152,2,26,73.33333333333334,-86.66666666666667,-1257.5268239220236,nT
B,neg-off,Bz,152,2,26,73.33333333333334,-86.66666666666667,1845.5467355091903,nT
B,pos-off,Bx,95,2,27,80.0,-86.66666666666667,165.9620546412194,nT
B,pos-off,By,95,2,27,80.0,-86.66666666666667,491.49014977176273,nT
B,pos-off,Bz,95,2,27,80.0,-86.66666666666667,-861.1977534329168,nT
B,neg-off,Bx,95,2,27,80.0,-86.66666666666667,-238.53665050095825,nT
B,neg-off,By,95,2,27,80.0,-86.66666666666667,-1011.5011799070437,nT
B,neg-off,Bz,95,2,27,80.0,-86.66666666666667,1191.6993912014325,nT
B,pos-off,Bx,90,2,28,86.66666666666669,-86.66666666666667,-34.38251920002509,nT
B,pos-off,By,90,2,28,86.66666666666669,-86.66666666666667,135.71125747673508,nT
B,pos-off,Bz,90,2,28,86.66666666666669,-86.66666666666667,-1410.9001564090354,nT
B,neg-off,Bx,90,2,28,86.66666666666669,-86.66666666666667,99.51612599184025,nT
B,neg-off,By,90,2,28,86.66666666666669,-86.66666666666667,-806.1620633734502,nT
B,neg-off,Bz,90,2,28,86.66666666666669,-86.66666666666667,1799.980636340803,nT
B,pos-off,Bx,33,2,29,93.33333333333334,-86.66666666666667,101.21747120923766,nT
B,pos-off,By,33,2,29,93.33333333333334,-86.66666666666667,253.60930593725251,nT
B,pos-off,Bz,33,2,29,93.33333333333334,-86.66666666666667,-1177.5818281587203,nT
B,neg-off,Bx,33,2,29,93.33333333333334,-86.66666666666667,41.2806344128457,nT
B,neg-off,By,33,2,29,93.33333333333334,-86.66666666666667,-873.5941925640606,nT
B,neg-off,Bz,33,2,29,93.33333333333334,-86.66666666666667,1602.5059716444573,nT
B,pos-off,Bx,28,2,30,100.0,-86.66666666666667,73.04644152507268,nT
B,pos-off,By,28,2,30,100.0,-86.66666666666667,-105.91763873618855,nT
B,pos-off,Bz,28,2,30,100.0,-86.66666666666667,-1279.7239270814155,nT
B,neg-off,Bx,28,2,30,100.0,-86.66666666666667,175.8727490632953,nT
B,neg-off,By,28,2,30,100.0,-86.66666666666667,-519.5576747478311,nT
B,neg-off,Bz,28,2,30,100.0,-86.66666666666667,1410.0411403324508,nT
B,pos-off,Bx,957,3,0,-100.0,-80.0,1302.294891538424,nT
B,pos-off,By,957,3,0,-100.0,-80.0,2709.1028643544755,nT
B,pos-off,Bz,957,3,0,-100.0,-80.0,3246.4823964515267,nT
B,neg-off,Bx,957,3,0,-100.0,-80.0,-1618.4936719718382,nT
B,neg-off,By,957,3,0,-100.0,-80.0,-4653.15479858025,nT
B,neg-off,Bz,957,3,0,-100.0,-80.0,-4705.05497890349,nT
B,pos-off,Bx,902,3,1,-93.33333333333333,-80.0,1723.8859426757003,nT
B,pos-off,By,902,3,1,-93.33333333333333,-80.0,3758.218757788681,nT
B,pos-off,Bz,902,3,1,-93.33333333333333,-80.0,3965.0990349568488,nT
B,neg-off,Bx,902,3,1,-93.33333333333333,-80.0,-2133.457704658692,nT
B,neg-off,By,902,3,1,-93.33333333333333,-80.0,-6722.3108495255865,nT
B,neg-off,Bz,902,3,1,-93.33333333333333,-80.0,-6104.128183184645,nT
B,pos-off,Bx,895,3,2,-86.66666666666667,-80.0,1111.3809152040963,nT
B,pos-off,By,895,3,2,-86.66666666666667,-80.0,2477.8914960939837,nT
B,pos-off,Bz,895,3,2,-86.66666666666667,-80.0,3002.248821739888,nT
B,neg-off,Bx,895,3,2,-86.66666666666667,-80.0,-1534.806591383701,nT
B,neg-off,By,895,3,2,-86.66666666666667,-80.0,-4344.47327535321,nT
B,neg-off,Bz,895,3,2,-86.66666666666667,-80.0,-4362.208405853337,nT
B,pos-off,Bx,840,3,3,-80.0,-80.0,1358.472904267554,nT
B,pos-off,By,840,3,3,-80.0,-80.0,3130.058784605981,nT
B,pos-off,Bz,840,3,3,-80.0,-80.0,3341.1859071081844,nT
B,neg-off,Bx,840,3,3,-80.0,-80.0,-1830.787261047976,nT
B,neg-off,By,840,3,3,-80.0,-80.0,-5767.634161300419,nT
B,neg-off,Bz,840,3,3,-80.0,-80.0,-5451.304797381728,nT
B,pos-off,Bx,833,3,4,-73.33333333333333,-80.0,1072.9468335243523,nT
B,pos-off,By,833,3,4,-73.33333333333333,-80.0,2812.888340000715,nT
B,pos-off,Bz,833,3,4,-73.33333333333333,-80.0,3500.7003003752416,nT
B,neg-off,Bx,833,3,4,-73.33333333333333,-80.0,-1790.8902216451504,nT
B,neg-off,By,833,3,4,-73.33333333333333,-80.0,-5071.242510121526,nT
B,neg-off,Bz,833,3,4,-73.33333333333333,-80.0,-5155.312440160131,nT
B,pos-off,Bx,778,3,5,-66.66666666666666,-80.0,1659.3207062476836,nT
B,pos-off,By,778,3,5,-66.66666666666666,-80.0,3334.442283395243,nT
B,pos-off,Bz,778,3,5,-66.66666666666666,-80.0,4201.68498705356,nT
B,neg-off,Bx,778,3,5,-66.66666666666666,-80.0,-2530.409639686959,nT
B,neg-off,By,778,3,5,-66.66666666666666,-80.0,-7069.233028560122,nT
B,neg-off,Bz,778,3,5,-66.66666666666666,-80.0,-6956.8478751551165,nT
B,pos-off,Bx,771,3,6,-60.0,-80.0,1143.9816705045698,nT
B,pos-off,By,771,3,6,-60.0,-80.0,3478.488021007285,nT
B,pos-off,Bz,771,3,6,-60.0,-80.0,4379.554495092577,nT
B,neg-off,Bx,771,3,6,-60.0,-80.0,-2351.5502856612266,nT
B,neg-off,By,771,3,6,-60.0,-80.0,-7249.514164875034,nT
B,neg-off,Bz,771,3,6,-60.0,-80.0,-7104.31957598478,nT
B,pos-off,Bx,716,3,7,-53.33333333333333,-80.0,1829.449928672757,nT
B,pos-off,By,716,3,7,-53.33333333333333,-80.0,3821.513468132168,nT
B,pos-off,Bz,716,3,7,-53.33333333333333,-80.0,4821.5280646221345,nT
B,neg-off,Bx,716,3,7,-53.33333333333333,-80.0,-3190.180425123548,nT
B,neg-off,By,716,3,7,-53.33333333333333,-80.0,-9321.344641522739,nT
B,neg-off,Bz,716,3,7,-53.33333333333333,-80.0,-9001.843973860683,nT
B,pos-off,Bx,709,3,8,-46.666666666666664,-80.0,1491.0060083882186,nT
B,pos-off,By,709,3,8,-46.666666666666664,-80.0,4228.85513380893,nT
B,pos-off,Bz,709,3,8,-46.666666666666664,-80.0,4982.6943393160045,nT
B,neg-off,Bx,709,3,8,-46.666666666666664,-80.0,-2734.8554356625705,nT
B,neg-off,By,709,3,8,-46.666666666666664,-80.0,-10367.822699198132,nT
B,neg-off,Bz,709,3,8,-46.666666666666664,-80.0,-9171.710857914997,nT
B,pos-off,Bx,654,3,9,-40.0,-80.0,2014.3115031622158,nT
B,pos-off,By,654,3,9,-40.0,-80.0,4222.190466961334,nT
B,pos-off,Bz,654,3,9,-40.0,-80.0,5205.928146273211,nT
B,neg-off,Bx,654,3,9,-40.0,-80.0,-3781.062276843039,nT
B,neg-off,By,654,3,9,-40.0,-80.0,-11894.458855702182,nT
B,neg-off,Bz,654,3,9,-40.0,-80.0,-10714.34850924471,nT
B,pos-off,Bx,647,3,10,-33.33333333333333,-80.0,2080.3555313270112,nT
B,pos-off,By,647,3,10,-33.33333333333333,-80.0,5312.286647903652,nT
B,pos-off,Bz,647,3,10,-33.33333333333333,-80.0,5839.680323427431,nT
B,neg-off,Bx,647,3,10,-33.33333333333333,-80.0,-3009.8334593596164,nT
B,neg-off,By,647,3,10,-33.33333333333333,-80.0,-14792.53578951263,nT
B,neg-off,Bz,647,3,10,-33.33333333333333,-80.0,-11627.111840817939,nT
B,pos-off,Bx,592,3,11,-26.666666666666657,-80.0,2481.892446570322,nT
B,pos-off,By,592,3,11,-26.666666666666657,-80.0,5834.707271904344,nT
B,pos-off,Bz,592,3,11,-26.666666666666657,-80.0,6047.980040740437,nT
B,neg-off,Bx,592,3,11,-26.666666666666657,-80.0,-4650.194530903925,nT
B,neg-off,By,592,3,11,-26.666666666666657,-80.0,-18368.96988621888,nT
